asin,title,product_link,price,image_url,rating,review_count,color_options,delivery_date,more_buying_choices_price,bought_in_past_month,used_and_new_offers
B0CTB7YJJB,"Microsoft Surface Laptop Go 3 12.4"" Touchscreen Notebook - Intel Core i5-8 GB - 256 GB SSD - English Keyboard - Platinum",https://www.amazon.com/Microsoft-Surface-Laptop-Touchscreen-Notebook/dp/B0CTB7YJJB/ref=sr_1_21?dib=eyJ2IjoiMSJ9.s2v7o9lOGYpLpuAlN65DP8RgHpT7NVyNaNrVInwUCStxjAXQ672lzAqI1-RPAt_wQSnU31Kz_7eEcn1MTywsv40L2g9zFdMXg9PVvkF1HHCaLusCZkF_IHm0XqIAcF03aQHzP4qZ7s433wqf6do3Lo-dRrDJZN07grEcyNf3yGc1PxrroOx3sNHKxMFd9udBNIOglT5rVJg2C4AiuxIczx3VFGXiD36ph2mXYnLPvD_2QPuRDTO8B8XOmJMgVoLpLkv-Wye5S16b5lsyy4jjLDgfKiHB9mDVmxXbalRPJDU.xNYfylA-CG23armgUaVHTGRvcg22rpa_sPLppqrhOpM&dib_tag=se&qid=1751098074&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-21,$660.18,https://m.media-amazon.com/images/I/61gDFgFiogL._AC_UL320_.jpg,,,,"Wed, Jul 9",$480.00,,(16 used & new offers)
B07D3XHKDN,Microsoft Surface Pro Intel i7-7660U 2.6GHz 8GB 256GB SSD Win 10 Pro (Renewed),https://www.amazon.com/Microsoft-Surface-i7-7660U-Certified-Refurbished/dp/B07D3XHKDN/ref=sr_1_22?dib=eyJ2IjoiMSJ9.s2v7o9lOGYpLpuAlN65DP8RgHpT7NVyNaNrVInwUCStxjAXQ672lzAqI1-RPAt_wQSnU31Kz_7eEcn1MTywsv40L2g9zFdMXg9PVvkF1HHCaLusCZkF_IHm0XqIAcF03aQHzP4qZ7s433wqf6do3Lo-dRrDJZN07grEcyNf3yGc1PxrroOx3sNHKxMFd9udBNIOglT5rVJg2C4AiuxIczx3VFGXiD36ph2mXYnLPvD_2QPuRDTO8B8XOmJMgVoLpLkv-Wye5S16b5lsyy4jjLDgfKiHB9mDVmxXbalRPJDU.xNYfylA-CG23armgUaVHTGRvcg22rpa_sPLppqrhOpM&dib_tag=se&qid=1751098074&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-22,$369.99,https://m.media-amazon.com/images/I/615v6p2M7yS._AC_UL320_.jpg,3.8 out of 5 stars,114,,Jul 6 - 9,$345.00,,(5+ used & new offers)
B0773THZT3,"Microsoft Surface Pro 4 (Intel Core i5, 4GB RAM, 128GB) with Windows 10 Anniversary (Renewed)",https://www.amazon.com/Microsoft-Surface-Anniversary-Certified-Refurbished/dp/B0773THZT3/ref=sr_1_23?dib=eyJ2IjoiMSJ9.s2v7o9lOGYpLpuAlN65DP8RgHpT7NVyNaNrVInwUCStxjAXQ672lzAqI1-RPAt_wQSnU31Kz_7eEcn1MTywsv40L2g9zFdMXg9PVvkF1HHCaLusCZkF_IHm0XqIAcF03aQHzP4qZ7s433wqf6do3Lo-dRrDJZN07grEcyNf3yGc1PxrroOx3sNHKxMFd9udBNIOglT5rVJg2C4AiuxIczx3VFGXiD36ph2mXYnLPvD_2QPuRDTO8B8XOmJMgVoLpLkv-Wye5S16b5lsyy4jjLDgfKiHB9mDVmxXbalRPJDU.xNYfylA-CG23armgUaVHTGRvcg22rpa_sPLppqrhOpM&dib_tag=se&qid=1751098074&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-23,$149.99,https://m.media-amazon.com/images/I/514i6XBqJWL._AC_UL320_.jpg,3.6 out of 5 stars,367,,"Mon, Jul 7",,,
B0F9XDJ4DR,"Microsoft Surface Pro 11 Copilot+ PC Tablet - 13"" - vPro Technology - 16 GB - 256 GB SSD - Windows 11 Pro - Black",https://www.amazon.com/Microsoft-Surface-Pro-Copilot-Tablet/dp/B0F9XDJ4DR/ref=sr_1_24?dib=eyJ2IjoiMSJ9.s2v7o9lOGYpLpuAlN65DP8RgHpT7NVyNaNrVInwUCStxjAXQ672lzAqI1-RPAt_wQSnU31Kz_7eEcn1MTywsv40L2g9zFdMXg9PVvkF1HHCaLusCZkF_IHm0XqIAcF03aQHzP4qZ7s433wqf6do3Lo-dRrDJZN07grEcyNf3yGc1PxrroOx3sNHKxMFd9udBNIOglT5rVJg2C4AiuxIczx3VFGXiD36ph2mXYnLPvD_2QPuRDTO8B8XOmJMgVoLpLkv-Wye5S16b5lsyy4jjLDgfKiHB9mDVmxXbalRPJDU.xNYfylA-CG23armgUaVHTGRvcg22rpa_sPLppqrhOpM&dib_tag=se&qid=1751098074&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-24,"$1,585.34",https://m.media-amazon.com/images/I/519DBqa1YcL._AC_UL320_.jpg,,,,"Thu, Jul 3",,,
B0DN2YY381,"Microsoft Surface Pro 11 Snapdragon X Elite Laptop/Tablet (2024), 13"" OLED Touchscreen Display, 16GB/1TB, Windows 11 Copilot + PC Bundle with Surface Pro Keyboard, Black",https://www.amazon.com/Microsoft-Surface-Snapdragon-Touchscreen-Keyboard/dp/B0DN2YY381/ref=sr_1_25?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-25,"$1,299.99",https://m.media-amazon.com/images/I/516odOsANqL._AC_UL320_.jpg,3.9 out of 5 stars,18,,"Mon, Jul 7",,,
B087N2V66J,Microsoft Surface Laptop 3 13.5in Touchscreen Intel i5 8GB RAM 256GB SSD Win 10 (Renewed),https://www.amazon.com/Microsoft-Surface-Laptop-Touch-Screen-Alcantara/dp/B087N2V66J/ref=sr_1_26?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-26,$279.00,https://m.media-amazon.com/images/I/71C1sML0aYL._AC_UL320_.jpg,3.8 out of 5 stars,39,,Jul 10 - 14,$225.39,,(8+ used & new offers)
B01HN4HIAK,"Latest Microsoft Surface Pro 4 - Intel Core, 4GB Ram, 128GB SSD, Bluetooth, Dual Camera - Windows 10 (Renewed)",https://www.amazon.com/Microsoft-Surface-Intel-Core-Renewed/dp/B01HN4HIAK/ref=sr_1_27?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-27,$110.30,https://m.media-amazon.com/images/I/51rUCcf92JL._AC_UL320_.jpg,3.8 out of 5 stars,241,,"Sat, Jul 5",,50+ bought in past month,
B0F9XGHG97,"Microsoft Surface Laptop 7 15"" Touchscreen Copilot+ PC Notebook - Intel Core Ultra 5-32 GB - 512 GB SSD - English Keyboard - Platinum",https://www.amazon.com/Microsoft-Surface-Touchscreen-Copilot-Notebook/dp/B0F9XGHG97/ref=sr_1_28?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-28,"$2,114.54",https://m.media-amazon.com/images/I/51LIrgKirRL._AC_UL320_.jpg,,,,Jul 3 - 8,,,
B07W3X97JW,"Microsoft Surface Laptop 2 13.5"" Touchscreen Laptop, Intel Core i7-8650u, 16GB RAM, 512GB SSD, Backlit Keyboard, Mini DisplayPort, USB 3.0, WIFI, Bluetooth, Windows 10 Pro (Renewed)",https://www.amazon.com/Microsoft-Surface-Laptop-Intel-512GB/dp/B07W3X97JW/ref=sr_1_29?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-29,$279.00,https://m.media-amazon.com/images/I/71Sq2lMPr1L._AC_UL320_.jpg,4.5 out of 5 stars,46,,Jul 1 - 2,$278.99,,(6 new offers)
B01HN3LEGA,"Microsoft Surface Pro 4 12.3"" Laptop i5-6300U 4GB 128GB SSD W10P Touch (Renewed)",https://www.amazon.com/Microsoft-Surface-Intel-Certified-Refurbished/dp/B01HN3LEGA/ref=sr_1_30?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-30,$146.00,https://m.media-amazon.com/images/I/61+190WRzZL._AC_UL320_.jpg,3.7 out of 5 stars,269,,"Thu, Jul 3",,,
B07FF9XX9N,"Microsoft Surface Pro (5th Gen) (Intel Core i5, 8GB RAM, 256GB) LTE (Renewed)",https://www.amazon.com/Microsoft-Surface-Advanced-Certified-Refurbished/dp/B07FF9XX9N/ref=sr_1_31?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-31,$299.24,https://m.media-amazon.com/images/I/61KtLHfU+nL._AC_UL320_.jpg,3.5 out of 5 stars,43,,"Thu, Jul 3",$259.99,,(7+ used & new offers)
B081ZLJ8GQ,"Microsoft Surface Laptop 3 13.5"" Touch-Screen Intel Core i5-8GB Memory - 256GB Solid State Drive (PKX-00003) Matte Black (Renewed)",https://www.amazon.com/Microsoft-Surface-Laptop-Touch-Screen-Renewed/dp/B081ZLJ8GQ/ref=sr_1_32?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-32,$288.54,https://m.media-amazon.com/images/I/61mEpQu5+oL._AC_UL320_.jpg,4.2 out of 5 stars,196,,Jul 2 - 7,$279.95,,(7+ used & new offers)
B07F1WRHNM,"Microsoft Surface Book 2 (Intel Core i5, 8GB RAM, 256GB) - 13.5in (Renewed)",https://www.amazon.com/Microsoft-Surface-Book-Intel-256GB/dp/B07F1WRHNM/ref=sr_1_33?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-33,$219.00,https://m.media-amazon.com/images/I/71dwA+AWtsL._AC_UL320_.jpg,3.8 out of 5 stars,91,,Jul 1 - 2,$199.99,,(7+ used & new offers)
B0F9X68858,"Microsoft Surface Laptop 7 13.8"" Touchscreen Copilot+ PC Notebook - Intel Core Ultra 7-16 GB - 512 GB SSD - English (US) Keyboard - Platinum",https://www.amazon.com/Microsoft-Surface-Touchscreen-Copilot-Notebook/dp/B0F9X68858/ref=sr_1_34?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-34,"$1,689.36",https://m.media-amazon.com/images/I/51NGtP-uIPL._AC_UL320_.jpg,,,,Jul 3 - 8,,,
B084S2XDP8,Microsoft Surface Pro 7 12.3 Tablet i5-1035G4 8GB 256GB SSD Windows 10 Home (Renewed),https://www.amazon.com/NEW-Microsoft-Surface-Pro-Touch-Screen/dp/B084S2XDP8/ref=sr_1_35?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-35,$349.99,https://m.media-amazon.com/images/I/6196zx13bHL._AC_UL320_.jpg,4.2 out of 5 stars,83,,"Wed, Jul 2",$289.90,,(6+ used & new offers)
B0FBWH8JJX,"Microsoft Surface Laptop 4 | 13.5in Touchscreen Laptop | AMD Ryzen 5 Surface Edition | 16GB RAM, 512GB SSD | 2256×1504 Display | Win 11 Pro (renewed)",https://www.amazon.com/Microsoft-Surface-Touchscreen-2256%C3%971504-Display/dp/B0FBWH8JJX/ref=sr_1_36?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-36,$368.50,https://m.media-amazon.com/images/I/71u7x9rKnvL._AC_UL320_.jpg,,,,"Thu, Jul 3",,,
B0CTK4JW99,"Microsoft Surface Pro 5 Tablet PC 12.3"" (2736x1824), Core i5-7300U Surface Laptop Touchscreen, 8GB RAM, 256GB SSD, USB 3.0, DisplayPort, BT, WiFi, Windows 10 Pro (Renewed)",https://www.amazon.com/Microsoft-2736x1824-i5-7300U-Touchscreen-DisplayPort/dp/B0CTK4JW99/ref=sr_1_37?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-37,$226.00,https://m.media-amazon.com/images/I/61rsqWs0hrL._AC_UL320_.jpg,4.1 out of 5 stars,18,,"Thu, Jul 3",,,
B0D3HW6DCJ,"Microsoft Surface Laptop 5 13.5"" Touchscreen Notebook - 2256 x 1504 - Intel Core i7 12th Gen i7-1265U - Intel Evo Platform - 32 GB Total RAM - 512 GB SSD - Matte Black (Renewed)",https://www.amazon.com/Microsoft-Surface-Laptop-Touchscreen-Notebook/dp/B0D3HW6DCJ/ref=sr_1_38?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-38,$919.00,https://m.media-amazon.com/images/I/51XVBaLKX5L._AC_UL320_.jpg,4.4 out of 5 stars,73,,Jul 1 - 2,,,
B0D7TQJH8H,"Microsoft Surface Laptop 6 13.5"" Touchscreen Notebook - Intel Core Ultra 7 165H - 16 GB - 512 GB SSD - English Keyboard - Black",https://www.amazon.com/Microsoft-Surface-Laptop-Touchscreen-Notebook/dp/B0D7TQJH8H/ref=sr_1_39?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-39,"$1,572.99",https://m.media-amazon.com/images/I/51l1Dvj-5fL._AC_UL320_.jpg,,,,,$929.99,,(21+ used & new offers)
B0F9YT3CTH,"Microsoft Surface Laptop 7 13.8"" Touchscreen Clamshell Copilot+ PC Notebook - Qualcomm Snapdragon X Elite X1E-80-100 - 16 GB - 512 GB SSD - English Keyboard - Platinum",https://www.amazon.com/Microsoft-Surface-Touchscreen-Clamshell-Notebook/dp/B0F9YT3CTH/ref=sr_1_40?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-40,"$1,349.99",https://m.media-amazon.com/images/I/51NGtP-uIPL._AC_UL320_.jpg,,,,Jul 2 - 7,,,
B0F1D8DWBD,"Microsoft Surface Pro 5 Tablet PC, 12.3"" Touchscreen (2736 X 1824) Laptop, Core i5-7300U, 8GB DDR4 RAM, 256GB SSD, Backlit Keyboard, Camera, Windows 10 Pro (Renewed)",https://www.amazon.com/Microsoft-Surface-Touchscreen-i5-7300U-Keyboard/dp/B0F1D8DWBD/ref=sr_1_41?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-41,$239.90,https://m.media-amazon.com/images/I/61HYYbCLvCL._AC_UL320_.jpg,5.0 out of 5 stars,3,,Jul 5 - 7,,,
B0BHL557JW,"Microsoft Surface Laptop 4 13.5"" Touchscreen (11th Gen Intel Core i7-1135G7 for Multi-Tasking, 16GB DDR4 RAM, 256GB NVMe SSD) Ultra-Thin and Light, Long Battery Life, Windows 10 Pro, Black (Renewed)",https://www.amazon.com/Microsoft-Surface-Laptop-13-5-Multi-Tasking/dp/B0BHL557JW/ref=sr_1_42?dib=eyJ2IjoiMSJ9.ciH0FyAERzsvE7KM_PuqtCYhKSQs3GykFLln_w4UTwn1L6DCkn_8Y309uMXMkpfffM5JIryZ1m0xAjpg5YppagpXmzVWb-nqt-iW6SKSG8gcztVwbzrPBVUBIgxJwCH3enDoDeRkTHBnRudv1TMB6SM2v3RpMZXxiNbDODJYKbNmYzhbZvf5uE4gWqlI_CkK1o5TtRUIHdlroqfCcxitS12oiHXXeo3Vf7fjm11N3JmUPuEKp5cS-qazKvJafGlX1GeuKdHAdPt5IsiyAiUhhodXqcjolERD1jefOCH_3U8.o4Wq0TIVjpR8uIJa3_b1o9Vo10dBdmu-AgOdXV4M52E&dib_tag=se&qid=1751098088&refinements=p_123%3A42439&rnid=85457740011&s=computers-intl-ship&sr=1-42,$389.99,https://m.media-amazon.com/images/I/71djnQIQ3GL._AC_UL320_.jpg,4.1 out of 5 stars,10,,"Wed, Jul 2",$370.00,,(4 used & new offers)
